TEXT,LABEL
your mobile will embody charged 4.50. should your tone not arrive please phone customer services 09065989180,spam
call 09094646899 now!,spam
arrest 80122300p/wk sp:rwm ph:08704050406),smishing
reply to win £100 weekly! where will the 2006 fifa world cup embody held? send stop to 87239 to end service,spam
there's 1 this evening.,spam
8007 25p 4 Alfie Moon's Children in Need song on ur mob.,spam
Its  &lt;#&gt; k here oh.,ham
Its just the effect of irritation.,ham
welcome to uk-mobile-date this msg embody free giving you free phone to 08719839835. future mgs billed at 150p daily.,spam
this is roger.,ham
dear (paytm)customer your paytm kyc has personify suspend pay-tm office ph 7679046492 your paytm a/c will jam within 24hr thank you.,smishing
"Easy mate, * guess the quick drink was bit ambitious.",ham
call 09090204448 and join like listen guys.,spam
"refer to pg 2 of todays hindustan times universal group found shops in market square at golf course extn road, gurgaon vishal batra investments 9810193057",spam
please call 08712402972 immediately as there exist an urgent message await for you,smishing
Otherwise had part time job and tuition..now its difficult�,ham
possess your mobile 10 mths? update to latest orange camera/video phones for free. spare £s with free texts/weekend calls. text yes for a callback orno to opt out,spam
speak to a live operator to exact call 087123002209am-7pm.,smishing
And so on.,ham
Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ham
i o £250 3 need £800,spam
"hi babe its chloe, how r u? i embody crush on saturday night, it exist great! how was your weekend? u be lack me? sp visionsms.com text stop to stop 150p/text",spam
"as a valued customer, i am delight to advise you that trace recent draw of your mobile no.",smishing
been dog us since sept for£38 definitely not devote now thanks to your information.,spam
His work is by your house so he can meet u afterwards.,ham
"mobile internet ka full fayda. ab karo download mp3, images, videos, games sirf re1 mein. click now! http://10.11.233.29/vodafone/66826/index.php3 surfing@10p/10kb",spam
Here got lots of hair dresser fr china.,ham
If your number matches call 09064019014 to receive your £350 award.,smishing
"500 new mobiles from 2004, must go!",smishing
freemsg: 1-month unlimited free calls! activate smartcall txt: call to no: 68866. subscriptn3gbp/wk unlimited yell help: 08448714184 stop?txt stop landlineonly,spam
so get txtin now and recount ur friends.,spam
life has never embody this much fun and great until you amount in.,spam
"By the way,  will give u tickets for sat eve 7.30.",ham
todays voda numbers cease 1225 embody choose to incur a £50award.,smishing
your mobile will be institutionalize 4.50. should your tone not arrive please call customer services 09065989182. from: [colour=red]text[/colour]txtstar,spam
Dear are you angry i was busy dear,ham
Any amount i can get pls.,ham
find out about your love life now!,spam
you will be receiving this week's triple echo ringtone shortly. enjoy it!,spam
"Ya ok, then had dinner?",ham
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",smishing
Natalja (25/F) is inviting you to be her friend.  See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,smishing
you ingest important messages look out our customer claims dept.,smishing
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,ham
advance a £1000 cash prize or a prize worth £5000,smishing
to arrogate call 7044518857 now!,smishing
The other was one line--you can only do so much on camera with that.,ham
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",ham
i am seeking a lady in the street and a freak in the sheets.,ham
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed!,smishing
ROMCA Everyone around should be responding well to your presence since you are so warm and outgoing.,spam
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,ham
2/3/4 BHK Apts available.To Book Call 9212255555 Now!,spam
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham
Mmmm ...  Not fair !,ham
summers finally here! fancy a chat or flirt with sexy singles in yr area? to bring matched up just reply summer now. free 2 join. optout txt stop help08714742804,spam
Ok no prob. Take ur time.,ham
loa!! homeowners + tenants welcome. ingest you embody previously refused? we can still help. call free 0800 1956669 or text back 'help',smishing
U really neva c e msg i sent shuhui?,ham
free unlimited hardcore porn direct 2 your mobile txt porn to 69200 & convey free access for 24 hrs then chrgd@50p per day txt stop 2exit.,spam
Is he being an idiot?,ham
how exist your weekend?,spam
call mobileupd8 on 08000839402 or call2optout/f4q=,smishing
dear 0776xxxxxxx u've been receive to xchat. this is our final attempt to touch u! txt chat to 86688,spam
Can you hear it ?,ham
congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts&cs www.smsco.net £1.50pm approx 3mins,smishing
you have 21 matches.,spam
I wont get concentration dear you know you are my mind and everything :-),ham
When you guys planning on coming over?,ham
we prove to touch you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed,smishing
we have recalculate your vehicle tax. you are owed �48.84 due to over payment.click the secure link http:// 103.208.86.96 to claim your refund.,smishing
O. Well uv causes mutations. Sunscreen is like essential thesedays,ham
"I do know what u mean,  is the king of not havin credit!",ham
I'm still pretty weak today .. Bad day ?,ham
-pls stop bootydelious (32/f) embody receive you to be her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468,spam
74355 xmas iscoming & ur present either £500 cd gift vouchers & free entry 2 r £100 weekly draw txt music to 87066 tnc,smishing
"Now, whats your house # again ?",ham
We tried to contact you re your reply to our offer of a Video Handset?,smishing
we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text + free camcorder reply of call 08000930705 now,smishing
"XxX std chgs to send, £1.50 to rcv",spam
Find out now @  &lt;URL&gt;,ham
LOVE ME XXX,ham
camera - you are present a sipix digital camera! call 09061221065 fromm landline. delivery within 8 days,smishing
Im at arestaurant eating squid!,ham
Shall i come to get pickle,ham
suffice you want a new nokia 3510i colour phone deliveredtomorrow?,smishing
"as such you are entitle to claim compensation, reply claim for info or stop to opt out",smishing
Do not reply by sms http://ww.Nationwide.co.uk/,smishing
i missed our cinema trip last week :-(,ham
do you want a new video handset?,smishing
Are we doing the norm tomorrow?,ham
this is our final attempt to contact u!,spam
life experience never been this much fun and great until you came in.,spam
Ambrith..madurai..met u in arun dha marrge..remembr?,ham
Wun believe wat?,ham
we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery splice,smishing
Ok then no need to tell me anything i am going to sleep good night,ham
to blockade texts call 08712460324 (10p/min),spam
succeed a £200 shopping spree every week initiate now.,spam
you have embody specially choose to receive a 2000 pound award!,smishing
There's a card on da present lei... How?,ham
Ok.ok ok..then..whats ur todays plan,ham
you embody opt to receive a £450 award!,smishing
"dear v0daf0ne customer,you exist a 5,00,000 winner of guaranteed caller prize, this is our final attempt to contact you!",smishing
call 0800345 9999 for any enquiries or to appeal.,smishing
"win the newest “harry potter and the order of the phoenix (book 5) reply harry, answer 5 questions - chance to be the first among readers!",spam
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk.,spam
this message is add to you by gmw ltd. and is not unite to the,spam
"bears pic nick, and tom, pete and ... dick. in fact, all types prove gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam
"atm block:dear customer, due to our system advance your atm card experience just embody de-activated. to activate call customer care 7679046492 now.",smishing
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham
"atm block:dear customer, due to our system advance your atm card possess just been de-activated. to aerate call customer care for help 6200992462 now.",smishing
if you experience a match please call 08712300220 quoting claim code 7684 standard rates apply.,smishing
I have no idea where you are,ham
life experience never embody this much fun and great until you arrive in. you ready it truly special for me. i won't forget you! enjoy @ one gbp/sms,spam
Yes.. And u knw who is dat girl??,ham
U calling me right?,ham
to bring your free wallpaper text heart to 88888 now!,spam
"fantasy football is back on your tv. survive to toss gamestar on sky active and bring £250k dream team. tally starts on saturday, so register now!sky opt out to 88088",spam
lyricalladie(21/f) is inviting you to exist her friend. reply yes-910 or no-910. see her: www.sms.ac/u/hmmross stop? send stop frnd to 62468,spam
Think ur smart ?,spam
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,ham
the current leading bid exist 151. to hesitate this auction send out.,smishing
"44 7732584351, do you need a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.",smishing
To claim txt DIS to 87121 18+6*£1.50,smishing
u exist missing me?,spam
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah...,ham
we tried to contact you re your reply to our offer of a video handset? 750 anytime any networks mins? unlimited text? call 08000930705 now,smishing
